SurveyId,AmazonIdentifier,AssignmentId,DurationInSeconds,StartTime,CompletionTime,ApprovalStatus,AmountPaid,AmountBonused,Estimated CloudResearch Fee,Actual Completion Code,,Gender,GenderConsistency,Feedback
431224,A2NMAOYBBJTO0R,3V26SBZTBVNHW1RFSNA1UV3LR3RZZ0,822,10/5/2023 12:52:09 PM,10/5/2023 1:05:51 PM,Pending,0.00,0.00,1.200000,42536966,,,,
431224,ACSS93E03ZUGX,3U84XHCDIUM1T43Q7UKB0ZQCQ8NZ4N,1055,10/5/2023 12:51:07 PM,10/5/2023 1:08:42 PM,Pending,0.00,0.00,1.200000,42536966,,,,
431224,A1RKGN3VY39TM1,3HVVDCPGTW1L5Z8BQ9J0U0T20D0YTR,1036,10/5/2023 12:51:27 PM,10/5/2023 1:08:43 PM,Pending,0.00,0.00,1.200000,42536966,,,,
431224,A3Q6YRWUMALT6D,39L1G8WVW80JGCZEZ560Y0EUZTF13G,1164,10/5/2023 12:50:29 PM,10/5/2023 1:09:53 PM,Pending,0.00,0.00,1.200000,42536966,,,,
431224,A2YC6PEMIRSOAA,30LB5CDZNUJKUGLPOTX9OW0Z9W80Z9,1230,10/5/2023 12:50:27 PM,10/5/2023 1:10:57 PM,Pending,0.00,0.00,1.200000,42536966,,,,
431224,A36GU3OHGLDS8R,3PDJHANYKNPTH67AKW7JXQ6LQ9DH61,1202,10/5/2023 12:51:03 PM,10/5/2023 1:11:05 PM,Pending,0.00,0.00,1.200000,42536966,,Male,100.00 %,
431224,ACJ6NSCIWMUZI,3X4MXAO0BYX40F0J7JWH9O741K4RW9,1206,10/5/2023 12:51:38 PM,10/5/2023 1:11:44 PM,Pending,0.00,0.00,1.200000,42536966,,,,
431224,A27VK38SRSSHV3,3NXNZ5RS1S6J603W5UOJQN8T27P972,1280,10/5/2023 12:50:28 PM,10/5/2023 1:11:48 PM,Pending,0.00,0.00,1.200000,42536966,,,,
431224,AZCGSVDT79E6X,3PPTZCWAL8T8I9QO5RRO32RHM06ZQ6,1294,10/5/2023 12:51:18 PM,10/5/2023 1:12:52 PM,Pending,0.00,0.00,1.200000,42536966,,,,
431224,A2Z6NL0CTXY0ZB,3I0BTBYZAFUKPQBKS7VQAPRX3240YI,1352,10/5/2023 12:50:28 PM,10/5/2023 1:13:00 PM,Pending,0.00,0.00,1.200000,42536966,,,,
431224,AFRKVRPZ2RHY8,3DH6GAKTYGYHRBHAW18IGOUJL9NZY9,1338,10/5/2023 12:51:27 PM,10/5/2023 1:13:45 PM,Pending,0.00,0.00,1.200000,42536966,,Male,100.00 %,
431224,ATKNH6OR2G11O,37Q970SNZWHN0TKTPK7168M6R9ES1Z,1388,10/5/2023 12:51:26 PM,10/5/2023 1:14:34 PM,Pending,0.00,0.00,1.200000,42536966,,,,
431224,A29N5E8YC6DB9Q,3EFVCAY5LLICCQLO1B72THIR9W7J8U,1432,10/5/2023 12:51:16 PM,10/5/2023 1:15:08 PM,Pending,0.00,0.00,1.200000,42536966,,Female,100.00 %,
431224,A2HOUSKURBF8UA,32Z9ZLUT13TJ6CDEKSTDEQSCB97HOQ,1423,10/5/2023 12:51:45 PM,10/5/2023 1:15:28 PM,Pending,0.00,0.00,1.200000,42536966,,,,
431224,A3L0DCUXI7X3A9,3TVSS0C0EJ9HGUDBB81C938MP50TWN,1491,10/5/2023 12:50:43 PM,10/5/2023 1:15:34 PM,Pending,0.00,0.00,1.200000,42536966,,Male,100.00 %,
431224,AB8XECKH1JO8P,3Z4AIRP3COMVWA6SJUDO5G3Y6OG1XG,1546,10/5/2023 12:50:30 PM,10/5/2023 1:16:16 PM,Pending,0.00,0.00,1.200000,42536966,,Female,100.00 %,
431224,AZNIEFUIVB2H0,34PGFRQON6KN2RH6ZEN87XLDR39WJL,1602,10/5/2023 12:50:55 PM,10/5/2023 1:17:37 PM,Pending,0.00,0.00,1.200000,42536966,,,,
431224,A1UEMMSI1XUBSW,3OSWBBLG1W6PO5M4ZNXJ6I47VLJDXI,1636,10/5/2023 12:50:33 PM,10/5/2023 1:17:49 PM,Pending,0.00,0.00,1.200000,42536966,,Male,100.00 %,
431224,A2KW87ZD2ELYNG,3V5Q80FXIF0Q5XHAI96E3JOZRZT23Y,1430,10/5/2023 12:54:03 PM,10/5/2023 1:17:53 PM,Pending,0.00,0.00,1.200000,42536966,,Male,100.00 %,
431224,A1KZ97QBNRPVCT,3VZLGYJEY3JSR6R0R5MGXANAJ3TZX3,1588,10/5/2023 12:51:40 PM,10/5/2023 1:18:08 PM,Pending,0.00,0.00,1.200000,42536966,,Male,100.00 %,
431224,A98E8M4QLI9RS,3TY7ZAOG5XTP5LM3OSUZ1HCM5NVK07,1473,10/5/2023 12:53:50 PM,10/5/2023 1:18:23 PM,Pending,0.00,0.00,1.200000,42536966,,Female,100.00 %,
431224,ABQKQQ8BD24BF,3Z4AIRP3COMVWA6SJUDO5G3Y6OGX1C,1629,10/5/2023 12:51:27 PM,10/5/2023 1:18:36 PM,Pending,0.00,0.00,1.200000,42536966,,,,
431224,A2MWAXV1YRK5GH,36U2A8VAGJ8M2GIOW058T966H09YKL,1509,10/5/2023 12:53:36 PM,10/5/2023 1:18:45 PM,Pending,0.00,0.00,1.200000,42536966,,,,
431224,A3OZ8KF0HWSVWK,354GIDR5ZTFNSVFZKZKHIXXDRPQ00I,1588,10/5/2023 12:52:21 PM,10/5/2023 1:18:49 PM,Pending,0.00,0.00,1.200000,42536966,,,,
431224,A1WCDJF6BRD8DH,30IQTZXKA2FVPLLANB9ORBKO1WAX09,1633,10/5/2023 12:51:38 PM,10/5/2023 1:18:51 PM,Pending,0.00,0.00,1.200000,42536966,,Female,100.00 %,
431224,A2NAKIXS3DVGAA,3LUY3GC63H94YNJ3MJKGCD887B7P7D,1666,10/5/2023 12:51:26 PM,10/5/2023 1:19:12 PM,Pending,0.00,0.00,1.200000,42536966,,Male,100.00 %,
431224,AU849EHZNGV2Z,3U0SRXB7CVEEDLR5FI5UD5UD880RNI,1751,10/5/2023 12:50:34 PM,10/5/2023 1:19:45 PM,Pending,0.00,0.00,1.200000,42536966,,,,
431224,A3CT8UTPVYUL04,3DZQRBDBS3OJAWY8COLKU113PTSS3R,1709,10/5/2023 12:51:42 PM,10/5/2023 1:20:11 PM,Pending,0.00,0.00,1.200000,42536966,,Male,100.00 %,
431224,A7TI4X4LRGQA0,3907X2AHFIEXCMMXG73LGMR0WVLP2X,1738,10/5/2023 12:51:14 PM,10/5/2023 1:20:12 PM,Pending,0.00,0.00,1.200000,42536966,,,,
431224,A20TOOYZRH6KUZ,3L4PIM1GQBP8PKVJMKE5ULSKCS4RY8,1701,10/5/2023 12:52:28 PM,10/5/2023 1:20:49 PM,Pending,0.00,0.00,1.200000,42536966,,,,
431224,ASVRLMDNQBUD9,34S6N1K2ZDSB0RAH70DLM9OIG42HL9,1743,10/5/2023 12:51:51 PM,10/5/2023 1:20:54 PM,Pending,0.00,0.00,1.200000,42536966,,,,
431224,A3QNV0P3W7ZOAX,3OUYGIZWRP7QGCJJ1KZ7XYYLZX1P0D,1749,10/5/2023 12:51:52 PM,10/5/2023 1:21:01 PM,Pending,0.00,0.00,1.200000,42536966,,Female,100.00 %,
431224,A299UKNV45FVI6,3W8CV64QJK8GZP98I3AVH0XNGALH9C,1751,10/5/2023 12:51:55 PM,10/5/2023 1:21:06 PM,Pending,0.00,0.00,1.200000,42536966,,Female,84.62 %,
431224,A11LL3J3YSXB4U,37WLF8U1W7ZKJW8IQHAGAIMDIQHK68,1775,10/5/2023 12:51:33 PM,10/5/2023 1:21:08 PM,Pending,0.00,0.00,1.200000,42536966,,,,
431224,A2RCYLKY072XXO,351SEKWQSIQEUTN0LGVAV1O9OHZDMY,1872,10/5/2023 12:50:27 PM,10/5/2023 1:21:39 PM,Pending,0.00,0.00,1.200000,42536966,,Male,100.00 %,
431224,A1GRPIBHW72HDU,3GNCZX4500WMHPH1TMW0M4AY8JDPA4,1817,10/5/2023 12:51:35 PM,10/5/2023 1:21:52 PM,Pending,0.00,0.00,1.200000,42536966,,,,
431224,A2Q8HV5LC6GBNA,3QY5DC2MX9TU5L65LOHMAB8ODGIUFI,1848,10/5/2023 12:52:01 PM,10/5/2023 1:22:49 PM,Pending,0.00,0.00,1.200000,42536966,,Female,100.00 %,
431224,A2KDYSLV030FVX,3A4NIXBJ7O8XS5BSYXTYEEWEXQ1MLN,1885,10/5/2023 12:51:43 PM,10/5/2023 1:23:08 PM,Pending,0.00,0.00,1.200000,42536966,,,,
431224,A2ML0070M8FDK1,39LNWE0K4C5EFC8VMWN7D8LGT8AUI9,1772,10/5/2023 12:53:58 PM,10/5/2023 1:23:30 PM,Pending,0.00,0.00,1.200000,42536966,,,,
431224,A2IQ0QCTQ3KWLT,3MMN5BL1WHDGC1L3SRPYIS2XX4AM39,1917,10/5/2023 12:52:51 PM,10/5/2023 1:24:48 PM,Pending,0.00,0.00,1.200000,42536966,,,,
431224,AJVHIAAVCY4HI,33JKGHPFYU3NG5EDAA9DR6032L1MNP,2009,10/5/2023 12:51:26 PM,10/5/2023 1:24:55 PM,Pending,0.00,0.00,1.200000,42536966,,Female,100.00 %,
431224,A1DKR1102NZROG,3HL8HNGX4NAWLTI2NDMVEFLA0V8F9C,2003,10/5/2023 12:51:58 PM,10/5/2023 1:25:21 PM,Pending,0.00,0.00,1.200000,42536966,,,,
431224,A1B5SSGMTAQ9B5,3S3AMIZX3CE1L7B98R1WS5JXU3VDCG,2087,10/5/2023 12:51:04 PM,10/5/2023 1:25:51 PM,Pending,0.00,0.00,1.200000,A1B5SSGMTAQ9B5,,Female,100.00 %,
431224,A2B9OD2O9CJNC0,3TAYZSBPL3HUPE2P8O7FBRWBJFSS2G,2133,10/5/2023 12:51:32 PM,10/5/2023 1:27:05 PM,Pending,0.00,0.00,1.200000,42536966,,Female,100.00 %,
431224,A2BK9RMC0NOIH8,3MH9DQ757EL0JL20W8N4SW80EVIGU3,2364,10/5/2023 12:50:33 PM,10/5/2023 1:29:57 PM,Pending,0.00,0.00,1.200000,42536966,,,,
431224,AIEKCWYZTS41V,3SKRO2GZ7J0PCA7LKBYZFMVWAF1K1A,2316,10/5/2023 12:51:25 PM,10/5/2023 1:30:01 PM,Pending,0.00,0.00,1.200000,42536966,,Male,100.00 %,
431224,A2AP9F2LCG5GV8,31LVTDXBLPJOPLOK35PF0DQO3D0RLG,2421,10/5/2023 12:50:53 PM,10/5/2023 1:31:14 PM,Pending,0.00,0.00,1.200000,42536966,,,,
431224,AR1IWBDA7MC86,32SCWG5HIZDLUN5Y39FO6Z8CC0NP6E,2474,10/5/2023 12:51:52 PM,10/5/2023 1:33:06 PM,Pending,0.00,0.00,1.200000,42536966,,,,
431224,A12Q4BP1S02YWS,3IHR8NYAMPA7F01KKLM991OYG9HP4T,2545,10/5/2023 12:51:25 PM,10/5/2023 1:33:50 PM,Pending,0.00,0.00,1.200000,42536966,,Female,100.00 %,
431224,AEQWA2F5LJN4C,3RGU30DZTSHRXFNSVCHLYZJMT1WJMI,2629,10/5/2023 12:51:04 PM,10/5/2023 1:34:53 PM,Pending,0.00,0.00,1.200000,42536966,,Male,100.00 %,
431224,A1K4FKVCBTX1RN,3FDJT1UU7MHO0S84LY0BIC8DMV6K5S,2664,10/5/2023 12:53:08 PM,10/5/2023 1:37:32 PM,Pending,0.00,0.00,1.200000,42536966,,Male,100.00 %,
431224,A2HDEWY0ISLL7X,3MH9DQ757EL0JL20W8N4SW80EVIUGH,2737,10/5/2023 12:53:43 PM,10/5/2023 1:39:20 PM,Pending,0.00,0.00,1.200000,42536966,,Female,100.00 %,
431224,A1Q56N80RJLQ7S,33M4IA01QYAJPF59HOS3B7LBAMARX2,2910,10/5/2023 12:51:14 PM,10/5/2023 1:39:44 PM,Pending,0.00,0.00,1.200000,42536966,,Male,100.00 %,
431224,A16ENVVHDK1LQQ,3BEFOD78WO21UX47S5UHSXU3B46M4U,3061,10/5/2023 12:51:29 PM,10/5/2023 1:42:30 PM,Pending,0.00,0.00,1.200000,42536966,,Female,100.00 %,
431224,A276XK6HT76JZA,386PBUZZXX67RX57V0G6YM4XTW6JLG,3195,10/5/2023 12:51:21 PM,10/5/2023 1:44:36 PM,Pending,0.00,0.00,1.200000,42536966,,Female,100.00 %,
431224,A3KI0DBOGJA4VV,3YT88D1N0Q7LMDL07FCI3FAT8ZFK32,3264,10/5/2023 12:51:26 PM,10/5/2023 1:45:50 PM,Pending,0.00,0.00,1.200000,42536966,,,,
431224,A351II0OWIWVX,3NQL1CS159H0IRC0V4JFVIHNXYGYV7,3643,10/5/2023 12:51:14 PM,10/5/2023 1:51:57 PM,Pending,0.00,0.00,1.200000,42536966,,,,
431224,A25FH7PXC446RG,32M8BPYGABVVAU702RYQ9TKPK0VGIV,3659,10/5/2023 12:51:14 PM,10/5/2023 1:52:13 PM,Pending,0.00,0.00,1.200000,42536966,,,,
431224,A3GWRDHAURRNK6,3U5NZHP4L9B1RCPFZS6S3QX2LE3HP7,3640,10/5/2023 12:51:51 PM,10/5/2023 1:52:31 PM,Pending,0.00,0.00,1.200000,42536966,,Male,100.00 %,
431224,A37GOI3N77WX21,3KMS4QQVKKZG2P1TRADK4OZQBPKFK6,2338,10/5/2023 1:20:36 PM,10/5/2023 1:59:34 PM,Pending,0.00,0.00,1.200000,42536966,,,,
431224,A24MNMHSFYW6B,3A9AA95ATEVPBJ5KYQ5JETUCG5CP5Y,4131,10/5/2023 12:51:26 PM,10/5/2023 2:00:17 PM,Pending,0.00,0.00,1.200000,42536966,,Male,100.00 %,
431224,A34YDGVZKRJ0LZ,3ND9UOO812BTXH562ZZLNCY5VSEWLN,4220,10/5/2023 12:50:27 PM,10/5/2023 2:00:47 PM,Pending,0.00,0.00,1.200000,42536966,,Female,100.00 %,
431224,A3AHD1NV5XCOF,3JZQSN0I38JB035A1JS56W7X483FG3,4281,10/5/2023 12:51:14 PM,10/5/2023 2:02:35 PM,Pending,0.00,0.00,1.200000,42536966,,Female,100.00 %,
431224,A2PEN75MMUA963,3H0W84IWB2BAJFESMJ2BNI04UGZERG,4469,10/5/2023 12:50:43 PM,10/5/2023 2:05:12 PM,Pending,0.00,0.00,1.200000,42536966,,Female,100.00 %,
431224,A1LRJ4U04532TM,33UKMF931RTPOD9HG3W1MJ1NLBITTX,4583,10/5/2023 12:50:35 PM,10/5/2023 2:06:58 PM,Pending,0.00,0.00,1.200000,42536966,,Female,100.00 %,
431224,ACKG8OU1KHKO2,3PJUZCGDJOPN6E8FFZGP4N4ODRV98P,5810,10/5/2023 12:50:27 PM,10/5/2023 2:27:17 PM,Pending,0.00,0.00,1.200000,42536966,,Male,100.00 %,
431224,A2WAADBO0ZF89K,38F71OA9GB5BSD1WCMQ0J1RU0UFFMB,6102,10/5/2023 12:51:26 PM,10/5/2023 2:33:08 PM,Pending,0.00,0.00,1.200000,42536966,,Male,100.00 %,
431224,ANK8K5WTHJ61C,30JNVC0ORRTMROQUZ5LH3VNCQAPHQY,6171,10/5/2023 12:51:26 PM,10/5/2023 2:34:17 PM,Pending,0.00,0.00,1.200000,42536966,,Female,100.00 %,
431224,A3CH1Z6J9R38G9,3PH3VY7DJ36D26MAH0QUVR93A1NWZ7,6418,10/5/2023 12:51:26 PM,10/5/2023 2:38:24 PM,Pending,0.00,0.00,1.200000,42536966,,,,
431224,A2P53AN2M8IWFP,3FFJ6VRILJXYZQWFOP9NO1X9DJ6I0U,4187,10/5/2023 1:30:08 PM,10/5/2023 2:39:55 PM,Pending,0.00,0.00,1.200000,42536966,,,,
431224,A1F1BIPJR11LSR,3LOZAJ85YVM2LVOO2YD2AZD3YUUX2T,6976,10/5/2023 12:51:26 PM,10/5/2023 2:47:42 PM,Pending,0.00,0.00,1.200000,42536966,,,,
431224,A2R0I39QFFQKXH,36H9ULYP6K3LR5VB9PD839ZDW0KFJ7,7268,10/5/2023 12:51:25 PM,10/5/2023 2:52:33 PM,Pending,0.00,0.00,1.200000,42536966,,,,
431224,A3VVCPYZROGGJZ,3GS6S824S86JLH8RECF0042U0NEWNP,8702,10/5/2023 12:50:27 PM,10/5/2023 3:15:29 PM,Pending,0.00,0.00,1.200000,42536966,,Male,100.00 %,
431224,ABBP9JASL9AGK,32RIADZISAD4SSHCC2Q346T93TOS4C,10160,10/5/2023 12:53:34 PM,10/5/2023 3:42:54 PM,Pending,0.00,0.00,1.200000,42536966,,,,
431224,A1DD23J1WBGQUU,3HVVDCPGTW1L5Z8BQ9J0U0T20D0TYM,10723,10/5/2023 12:50:33 PM,10/5/2023 3:49:16 PM,Pending,0.00,0.00,1.200000,42536966,,Female,100.00 %,
431224,AJ7MWBQFNH3E4,3S06PH7KS9DHY41BSUCCB906Q641DE,11852,10/5/2023 12:51:04 PM,10/5/2023 4:08:36 PM,Pending,0.00,0.00,1.200000,42536966,,,,
431224,A3FNC8ELMK8YJA,3F6KKYWMNTAKCB80XHAA8GD9T79DNY,1743,10/5/2023 3:51:32 PM,10/5/2023 4:20:35 PM,Pending,0.00,0.00,1.200000,42536966,,Female,100.00 %,
431224,AW0K78T4I2T72,3EJJQNKU99EM3P5UCKAH8LXHMWRHRZ,1974,10/5/2023 4:06:28 PM,10/5/2023 4:39:22 PM,Pending,0.00,0.00,1.200000,42536966,,Female,100.00 %,
431224,A3JZ2WCG7JH1Q8,39DD6S19J7KJL60JW0WO9L233XIEZ9,6110,10/5/2023 3:15:39 PM,10/5/2023 4:57:29 PM,Pending,0.00,0.00,1.200000,42536966,,Female,100.00 %,
431224,A3R5OJR60C6004,36NEMU28XXMD3ZNR2B00NPDUVX4WMP,1632,10/5/2023 4:48:02 PM,10/5/2023 5:15:14 PM,Pending,0.00,0.00,1.200000,42536966,,,,
431224,A27W025UEXS1G0,34Q075JO1FMNZK0HGIOHW2GNWHV10L,17230,10/5/2023 12:50:28 PM,10/5/2023 5:37:38 PM,Pending,0.00,0.00,1.200000,42536966,,,,
431224,A196XR61DIW5GU,323Q6SJS80PP0Z0LLPANRWJYJ8GFH2,17586,10/5/2023 12:51:57 PM,10/5/2023 5:45:03 PM,Pending,0.00,0.00,1.200000,42536966,,Male,100.00 %,
431224,AZ69TBTDH7AZS,39ZSFO5CAQ5AANS14E87P90G6NZUJL,17507,10/5/2023 12:54:16 PM,10/5/2023 5:46:03 PM,Pending,0.00,0.00,1.200000,42536966,,Male,100.00 %,
431224,A24LB89P1BPKKF,3P529IW9KGURMVJBCAPLJOC50PPFL9,18016,10/5/2023 12:51:26 PM,10/5/2023 5:51:42 PM,Pending,0.00,0.00,1.200000,42536966,,Male,100.00 %,
431224,A1NLJ1L4VCQYV2,3NGI5ARFTBEQN141X337B3HV4P7P1G,18079,10/5/2023 12:51:14 PM,10/5/2023 5:52:33 PM,Pending,0.00,0.00,1.200000,42536966,,,,
431224,AH7Z2M3KSQ4DW,34V1S5K3GAA020PRMKJRK98X7W5963,19473,10/5/2023 12:54:12 PM,10/5/2023 6:18:45 PM,Pending,0.00,0.00,1.200000,42536966,,,,
431224,APGX2WZ59OWDN,3SNLUL3WOMWG5DG17ZKK5OD8AC4LUE,20583,10/5/2023 12:50:33 PM,10/5/2023 6:33:36 PM,Pending,0.00,0.00,1.200000,42536966,,Female,100.00 %,
431224,A235DXY5FJN0IW,38BQUHLA9E95YQEPBP9Q6V08SV6MO4,1610,10/5/2023 6:54:39 PM,10/5/2023 7:21:29 PM,Pending,0.00,0.00,1.200000,42536966,,Female,100.00 %,
431224,AN7B5L7H2UEUK,3KOPY89HMQBQBTFIPUC620AGTAFJ32,1794,10/5/2023 6:52:22 PM,10/5/2023 7:22:16 PM,Pending,0.00,0.00,1.200000,42536966,,Male,100.00 %,
431224,A3TH6B3RUD1MUQ,30IQTZXKA2FVPLLANB9ORBKO1WA0XC,1874,10/5/2023 6:52:03 PM,10/5/2023 7:23:17 PM,Pending,0.00,0.00,1.200000,42536966,,Female,100.00 %,
431224,A1T579QEGUZKIP,3LS2AMNW5XZWJ5CH3IG7N4KD2W3OQT,1983,10/5/2023 6:52:24 PM,10/5/2023 7:25:27 PM,Pending,0.00,0.00,1.200000,42536966,,Female,100.00 %,
431224,A2ZSL0EDN3H4AT,386CSBG1OHV6UZ6D3MUD64YMHW96QM,2409,10/5/2023 6:52:03 PM,10/5/2023 7:32:12 PM,Pending,0.00,0.00,1.200000,42536966,,Female,100.00 %,
431224,AEW3RUARJ1K8R,3KOPY89HMQBQBTFIPUC620AGTC9J30,3255,10/5/2023 6:53:42 PM,10/5/2023 7:47:57 PM,Pending,0.00,0.00,1.200000,42536966,,Male,100.00 %,
431224,AMNYS937UWC8M,3HPZF4IVN424JI604NOA5QTYCTUYC6,3594,10/5/2023 6:53:55 PM,10/5/2023 7:53:49 PM,Pending,0.00,0.00,1.200000,42536966,,Female,100.00 %,
431224,A1U52239IPV7IO,3QJOXOW4X10JMZ10HB6U1J6UOT0ME0,3653,10/5/2023 6:54:15 PM,10/5/2023 7:55:08 PM,Pending,0.00,0.00,1.200000,42536966,,Female,100.00 %,
431224,A1TPGXT718D68E,3G2UL9A02VNWOH1Y7NL76DHRC8B67M,5616,10/5/2023 6:51:27 PM,10/5/2023 8:25:03 PM,Pending,0.00,0.00,1.200000,42536966,,,,
431224,A230VUDYOCRZ4N,3TESA3PJ3JJHYNTDY9UDERB3XVRMMP,6607,10/5/2023 6:51:59 PM,10/5/2023 8:42:06 PM,Pending,0.00,0.00,1.200000,42536966,,Female,100.00 %,
431224,A14KDNZSWDFIE7,3634BBTX063PWUB5R7S8R8KDJLVFIV,9014,10/5/2023 6:51:59 PM,10/5/2023 9:22:13 PM,Pending,0.00,0.00,1.200000,42536966,,,,
431224,A3N15463MQO5VF,3L4PIM1GQBP8PKVJMKE5ULSKCS3YRE,2200,10/5/2023 10:49:03 PM,10/5/2023 11:25:43 PM,Pending,0.00,0.00,1.200000,42536966,,,,
431224,A1DZMZTXWOM9MR,33LKR6A5KWTOFTX8EKCRGDISTVWT1Z,5787,10/6/2023 12:52:46 AM,10/6/2023 2:29:13 AM,Pending,0.00,0.00,1.200000,42536966,,Male,100.00 %,
431224,A2LKGF193ZR5JP,3UNH76FOCAEHS4IRHCIO8MYA654YMQ,,10/5/2023 12:50:29 PM,,Not Submitted,0.00,0.00,1.200000,,,Male,100.00 %,
431224,A2I4PRZ9IZMKON,3LS2AMNW5XZWJ5CH3IG7N4KD2W3OQT,,10/5/2023 12:50:45 PM,,Not Submitted,0.00,0.00,1.200000,,,,,
431224,A2ZL5GAZK6S0H1,3E4GGUZ1TQ0W1VPH3FYDK5512LFK2R,,10/5/2023 12:51:28 PM,,Not Submitted,0.00,0.00,1.200000,,,Male,100.00 %,
431224,A1DXGBSF4E3WTI,3KMS4QQVKKZG2P1TRADK4OZQBPKFK6,,10/5/2023 12:51:39 PM,,Not Submitted,0.00,0.00,1.200000,,,,,
431224,A4XYCIUGXRTFY,38BQUHLA9E95YQEPBP9Q6V08SV6MO4,,10/5/2023 12:52:07 PM,,Not Submitted,0.00,0.00,1.200000,,,,,
431224,A10HW8JXM17XLD,3KOPY89HMQBQBTFIPUC620AGTAFJ32,,10/5/2023 12:53:31 PM,,Not Submitted,0.00,0.00,1.200000,,,Female,100.00 %,
431224,A2VFCWCKU97RNK,3EJJQNKU99EM3P5UCKAH8LXHMWRHRZ,,10/5/2023 4:05:06 PM,,Not Submitted,0.00,0.00,1.200000,,,Female,100.00 %,
431224,A3LRZX8477TYYZ,36NEMU28XXMD3ZNR2B00NPDUVX4WMP,,10/5/2023 4:39:08 PM,,Not Submitted,0.00,0.00,1.200000,,,,,
431224,A10249252O9I20MRSOBVF,31N2WW6R99ZA6RTM64LLN2IO03Y3FJ,,10/5/2023 4:51:09 PM,,Not Submitted,0.00,0.00,1.200000,,,,,
431224,AKSJ3C5O3V9RB,3QJOXOW4X10JMZ10HB6U1J6UOT0ME0,,10/5/2023 6:29:01 PM,,Not Submitted,0.00,0.00,1.200000,,,,,
431224,AM47KWCDSFQYG,30ZX6P7VFQ41QBJZLUY1JQ5ONY92J8,,10/5/2023 6:52:10 PM,,Not Submitted,0.00,0.00,1.200000,,,,,
