"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","stim","noise","action","scramble","communicative","trial_number","index","workerId","response"
"3331.7000000029802","<p style=""font-size:26px;""> Hello and thank you for taking part in our experiment! </p><p style=""font-size:24px;""> The experiment consist of a Human Detection Task followed by some questionnaires, and it takes around 30 minutes to complete. </p><p style=""font-size:22px;""> <i> Press the spacebar to continue. </i> </p>","32","html-keyboard-response","0","3336","0.0-0.0","","","","","","","","",""
"6148.79999999702","<p style=""font-size:26px;""> Please ensure the following: </p><p style=""font-size:22px;""> (1) You are in a room with no distractions (no people, music, phones, etc.), </p><p style=""font-size:22px;""> (2) For the next 30 minutes, you will be able to stay focused on the task and questionnaires, </p><p style=""font-size:22px;""> As the study progresses, you may find that you start to feel tired. Please do your best to stay focused throughout, since our research depends on it! </p><p style=""font-size:24px;""> <i> Press the spacebar to continue. </i> </p>","32","html-keyboard-response","1","9486","0.0-1.0","","","","","","","","",""
"13307.29999999702","<p style=""font-size:26px;""> Human Detection Task </p><p style=""font-size:22px;""> In this task, you will see a series of videos containing one or two people. </p><p style=""font-size:22px;""> In half of the videos there will be two people -one on each side of the screen-, but one person will be masked with moving dots. </p><p style=""font-size:22px;""> For the other half of the videos there will be only one person on one side, and on the other side there will be only moving  dots. </p><p style=""font-size:22px;""> In the next screen, you will see three example videos with two people. One person will be masked with few moving dots. You do not need to do anything now, just see. </p><p style=""font-size:24px;""> <i> Press the spacebar to continue. </i> </p>","32","html-keyboard-response","2","22794","0.0-2.0","","","","","","","","",""
"null","<div id=""right-fixation"" style=""font-size: 60px; color: white; position: absolute; left: 60%; top: 50%; transform: translate(-50%, -50%);"">+</div>","null","html-keyboard-response","3","23805","0.0-3.0-0.0","stim/practice/noi001_act01_scr0_con1_tri005.mp4","001","01","0","1","005","","",""
"null","","null","video-keyboard-response","4","28940","0.0-3.0-1.0","stim/practice/noi001_act01_scr0_con1_tri005.mp4","001","01","0","1","005","","",""
"null","<div id=""left-fixation"" style=""font-size: 60px; color: white; position: absolute; left: 40%; top: 50%; transform: translate(-50%, -50%);"">+</div>","null","html-keyboard-response","5","29953","0.0-3.0-0.1","stim/practice/noi001_act08_scr0_con0_tri042.mp4","001","08","0","0","042","","",""
"null","","null","video-keyboard-response","6","35654","0.0-3.0-1.1","stim/practice/noi001_act08_scr0_con0_tri042.mp4","001","08","0","0","042","","",""
"null","<div id=""left-fixation"" style=""font-size: 60px; color: white; position: absolute; left: 40%; top: 50%; transform: translate(-50%, -50%);"">+</div>","null","html-keyboard-response","7","36670","0.0-3.0-0.2","stim/practice/noi001_act10_scr0_con1_tri019.mp4","001","10","0","1","019","","",""
"null","","null","video-keyboard-response","8","42853","0.0-3.0-1.2","stim/practice/noi001_act10_scr0_con1_tri019.mp4","001","10","0","1","019","","",""
"13454.70000000298","<p style=""font-size:26px;""> Human Detection Task </p><p style=""font-size:22px;""> In these videos you should have seen two people, one on each side of the screen. </p><p style=""font-size:22px;""> As you may have noticed, one of the human shapes had extra moving dots and less dots conforming the human shape. But you are still able to idenfity a human form. </p><p style=""font-size:22px;""> In the next screen, you will see three example videos with only one person on one side, and on the other side you will only see moving dots. </p><p style=""font-size:24px;""> <i> Press the spacebar to continue. </i> </p>","32","html-keyboard-response","9","56308","0.0-4.0","","","","","","","","",""
"null","<div id=""right-fixation"" style=""font-size: 60px; color: white; position: absolute; left: 60%; top: 50%; transform: translate(-50%, -50%);"">+</div>","null","html-keyboard-response","10","57310","0.0-5.0-0.0","stim/practice/noi001_act01_scr1_con0_tri006.mp4","001","01","1","0","006","","",""
"null","","null","video-keyboard-response","11","62447","0.0-5.0-1.0","stim/practice/noi001_act01_scr1_con0_tri006.mp4","001","01","1","0","006","","",""
"null","<div id=""right-fixation"" style=""font-size: 60px; color: white; position: absolute; left: 60%; top: 50%; transform: translate(-50%, -50%);"">+</div>","null","html-keyboard-response","12","63460","0.0-5.0-0.1","stim/practice/noi001_act03_scr1_con0_tri073.mp4","001","03","1","0","073","","",""
"null","","null","video-keyboard-response","13","69162","0.0-5.0-1.1","stim/practice/noi001_act03_scr1_con0_tri073.mp4","001","03","1","0","073","","",""
"null","<div id=""right-fixation"" style=""font-size: 60px; color: white; position: absolute; left: 60%; top: 50%; transform: translate(-50%, -50%);"">+</div>","null","html-keyboard-response","14","70166","0.0-5.0-0.2","stim/practice/noi001_act05_scr1_con1_tri002.mp4","001","05","1","1","002","","",""
"null","","null","video-keyboard-response","15","76344","0.0-5.0-1.2","stim/practice/noi001_act05_scr1_con1_tri002.mp4","001","05","1","1","002","","",""
"17296","<p style=""font-size:26px;""> Human Detection Task </p><p style=""font-size:22px;""> Your job will be to detect if there is a person within the moving dots part of the screen. </p><p style=""font-size:22px;""> For each video, please report as accurately as possible whether you saw two people or only one. </p><p style=""font-size:22px;""> Press ""J"" for saying ""Yes, I saw a second person"". </p><p style=""font-size:22px;""> Press ""F"" to say ""No, I did not see a second person"". </p><p style=""font-size:24px;""> <i> Press the spacebar to continue. </i> </p>","32","html-keyboard-response","16","93640","0.0-6.0","","","","","","","","",""
"14814.79999999702","<p style=""font-size:22px;""> After detecting (""J"") or not detecting (""F"") the second person, you will be asked how confident you were with your choice. </p><p style=""font-size:22px;""> Press 1, 2, 3, 4, or 5 on your keyboard to rate your confidence level, where 1 is not confident at all and 5 is very confident. </p><p style=""font-size:22px;""> The task consist in 72 test videos, which will not be as easy as the example videos that you just saw. </p><p style=""font-size:24px;""> <i> Press the spacebar to continue. </i> </p>","32","html-keyboard-response","17","108456","0.0-7.0","","","","","","","","",""
"null","<div id=""right-fixation"" style=""font-size: 60px; color: white; position: absolute; left: 60%; top: 50%; transform: translate(-50%, -50%);"">+</div>","null","html-keyboard-response","18","109460","0.0-8.0-0.0","stim/test/noi005_act05_scr0_con0_tri001.mp4","005","05","0","0","001","","",""
"null","","null","video-keyboard-response","19","115651","0.0-8.0-1.0","stim/test/noi005_act05_scr0_con0_tri001.mp4","005","05","0","0","001","","",""
"375.5","<div style=""font-size:24px; color:white;"">Did you see a second person in the moving dots?</div><p style=""font-size:24px;""> <i> Press ""F"" for No or ""J"" for Yes. </i> </p>","70","html-keyboard-response","20","116027","0.0-8.0-2.0","stim/test/noi005_act05_scr0_con0_tri001.mp4","005","05","0","0","001","1","A2PR7FI9TP8XLD","no"
"6292.5999999940395","<div style=""font-size:24px; color:white;"">How confident are you? (from 1 to 5)</div><p style=""font-size:24px;""> <i> 1 = Not confident at all, 5 = Very confident. </i> </p>","52","html-keyboard-response","21","122319","0.0-8.0-3.0","stim/test/noi005_act05_scr0_con0_tri001.mp4","005","05","0","0","001","1","A2PR7FI9TP8XLD","4"
"null","<div id=""left-fixation"" style=""font-size: 60px; color: white; position: absolute; left: 40%; top: 50%; transform: translate(-50%, -50%);"">+</div>","null","html-keyboard-response","22","123322","0.0-8.0-0.1","stim/test/noi005_act08_scr0_con0_tri023.mp4","005","08","0","0","023","","",""
"null","","null","video-keyboard-response","23","129030","0.0-8.0-1.1","stim/test/noi005_act08_scr0_con0_tri023.mp4","005","08","0","0","023","","",""
"2667.800000011921","<div style=""font-size:24px; color:white;"">Did you see a second person in the moving dots?</div><p style=""font-size:24px;""> <i> Press ""F"" for No or ""J"" for Yes. </i> </p>","70","html-keyboard-response","24","131699","0.0-8.0-2.1","stim/test/noi005_act08_scr0_con0_tri023.mp4","005","08","0","0","023","2","A2PR7FI9TP8XLD","no"
"1202.2999999970198","<div style=""font-size:24px; color:white;"">How confident are you? (from 1 to 5)</div><p style=""font-size:24px;""> <i> 1 = Not confident at all, 5 = Very confident. </i> </p>","52","html-keyboard-response","25","132901","0.0-8.0-3.1","stim/test/noi005_act08_scr0_con0_tri023.mp4","005","08","0","0","023","2","A2PR7FI9TP8XLD","4"
"null","<div id=""left-fixation"" style=""font-size: 60px; color: white; position: absolute; left: 40%; top: 50%; transform: translate(-50%, -50%);"">+</div>","null","html-keyboard-response","26","133914","0.0-8.0-0.2","stim/test/noi020_act10_scr1_con0_tri055.mp4","020","10","1","0","055","","",""
"null","","null","video-keyboard-response","27","140094","0.0-8.0-1.2","stim/test/noi020_act10_scr1_con0_tri055.mp4","020","10","1","0","055","","",""
"4547.20000000298","<div style=""font-size:24px; color:white;"">Did you see a second person in the moving dots?</div><p style=""font-size:24px;""> <i> Press ""F"" for No or ""J"" for Yes. </i> </p>","70","html-keyboard-response","28","144642","0.0-8.0-2.2","stim/test/noi020_act10_scr1_con0_tri055.mp4","020","10","1","0","055","3","A2PR7FI9TP8XLD","no"
"1347.7000000029802","<div style=""font-size:24px; color:white;"">How confident are you? (from 1 to 5)</div><p style=""font-size:24px;""> <i> 1 = Not confident at all, 5 = Very confident. </i> </p>","53","html-keyboard-response","29","145990","0.0-8.0-3.2","stim/test/noi020_act10_scr1_con0_tri055.mp4","020","10","1","0","055","3","A2PR7FI9TP8XLD","5"
"null","<div id=""right-fixation"" style=""font-size: 60px; color: white; position: absolute; left: 60%; top: 50%; transform: translate(-50%, -50%);"">+</div>","null","html-keyboard-response","30","146992","0.0-8.0-0.3","stim/test/noi020_act03_scr0_con1_tri002.mp4","020","03","0","1","002","","",""
"null","","null","video-keyboard-response","31","152691","0.0-8.0-1.3","stim/test/noi020_act03_scr0_con1_tri002.mp4","020","03","0","1","002","","",""
"839.2000000029802","<div style=""font-size:24px; color:white;"">Did you see a second person in the moving dots?</div><p style=""font-size:24px;""> <i> Press ""F"" for No or ""J"" for Yes. </i> </p>","70","html-keyboard-response","32","153531","0.0-8.0-2.3","stim/test/noi020_act03_scr0_con1_tri002.mp4","020","03","0","1","002","4","A2PR7FI9TP8XLD","no"
"857","<div style=""font-size:24px; color:white;"">How confident are you? (from 1 to 5)</div><p style=""font-size:24px;""> <i> 1 = Not confident at all, 5 = Very confident. </i> </p>","53","html-keyboard-response","33","154389","0.0-8.0-3.3","stim/test/noi020_act03_scr0_con1_tri002.mp4","020","03","0","1","002","4","A2PR7FI9TP8XLD","5"
"null","<div id=""right-fixation"" style=""font-size: 60px; color: white; position: absolute; left: 60%; top: 50%; transform: translate(-50%, -50%);"">+</div>","null","html-keyboard-response","34","155394","0.0-8.0-0.4","stim/test/noi005_act01_scr1_con1_tri029.mp4","005","01","1","1","029","","",""
"null","","null","video-keyboard-response","35","160539","0.0-8.0-1.4","stim/test/noi005_act01_scr1_con1_tri029.mp4","005","01","1","1","029","","",""
"3632.8999999910593","<div style=""font-size:24px; color:white;"">Did you see a second person in the moving dots?</div><p style=""font-size:24px;""> <i> Press ""F"" for No or ""J"" for Yes. </i> </p>","70","html-keyboard-response","36","164173","0.0-8.0-2.4","stim/test/noi005_act01_scr1_con1_tri029.mp4","005","01","1","1","029","5","A2PR7FI9TP8XLD","no"
"929.1000000089407","<div style=""font-size:24px; color:white;"">How confident are you? (from 1 to 5)</div><p style=""font-size:24px;""> <i> 1 = Not confident at all, 5 = Very confident. </i> </p>","51","html-keyboard-response","37","165103","0.0-8.0-3.4","stim/test/noi005_act01_scr1_con1_tri029.mp4","005","01","1","1","029","5","A2PR7FI9TP8XLD","3"
"null","<div id=""right-fixation"" style=""font-size: 60px; color: white; position: absolute; left: 60%; top: 50%; transform: translate(-50%, -50%);"">+</div>","null","html-keyboard-response","38","166113","0.0-8.0-0.5","stim/test/noi010_act05_scr0_con1_tri004.mp4","010","05","0","1","004","","",""
"null","","null","video-keyboard-response","39","172303","0.0-8.0-1.5","stim/test/noi010_act05_scr0_con1_tri004.mp4","010","05","0","1","004","","",""
"864.4000000059605","<div style=""font-size:24px; color:white;"">Did you see a second person in the moving dots?</div><p style=""font-size:24px;""> <i> Press ""F"" for No or ""J"" for Yes. </i> </p>","70","html-keyboard-response","40","173168","0.0-8.0-2.5","stim/test/noi010_act05_scr0_con1_tri004.mp4","010","05","0","1","004","6","A2PR7FI9TP8XLD","no"
"1040.7999999970198","<div style=""font-size:24px; color:white;"">How confident are you? (from 1 to 5)</div><p style=""font-size:24px;""> <i> 1 = Not confident at all, 5 = Very confident. </i> </p>","50","html-keyboard-response","41","174209","0.0-8.0-3.5","stim/test/noi010_act05_scr0_con1_tri004.mp4","010","05","0","1","004","6","A2PR7FI9TP8XLD","2"
"null","<div id=""left-fixation"" style=""font-size: 60px; color: white; position: absolute; left: 40%; top: 50%; transform: translate(-50%, -50%);"">+</div>","null","html-keyboard-response","42","175216","0.0-8.0-0.6","stim/test/noi005_act08_scr1_con1_tri008.mp4","005","08","1","1","008","","",""
"null","","null","video-keyboard-response","43","180918","0.0-8.0-1.6","stim/test/noi005_act08_scr1_con1_tri008.mp4","005","08","1","1","008","","",""
"1432.5","<div style=""font-size:24px; color:white;"">Did you see a second person in the moving dots?</div><p style=""font-size:24px;""> <i> Press ""F"" for No or ""J"" for Yes. </i> </p>","70","html-keyboard-response","44","182351","0.0-8.0-2.6","stim/test/noi005_act08_scr1_con1_tri008.mp4","005","08","1","1","008","7","A2PR7FI9TP8XLD","no"
"508.29999999701977","<div style=""font-size:24px; color:white;"">How confident are you? (from 1 to 5)</div><p style=""font-size:24px;""> <i> 1 = Not confident at all, 5 = Very confident. </i> </p>","50","html-keyboard-response","45","182860","0.0-8.0-3.6","stim/test/noi005_act08_scr1_con1_tri008.mp4","005","08","1","1","008","7","A2PR7FI9TP8XLD","2"
"null","<div id=""right-fixation"" style=""font-size: 60px; color: white; position: absolute; left: 60%; top: 50%; transform: translate(-50%, -50%);"">+</div>","null","html-keyboard-response","46","183875","0.0-8.0-0.7","stim/test/noi020_act03_scr1_con0_tri050.mp4","020","03","1","0","050","","",""
"null","","null","video-keyboard-response","47","189583","0.0-8.0-1.7","stim/test/noi020_act03_scr1_con0_tri050.mp4","020","03","1","0","050","","",""
"854.4000000059605","<div style=""font-size:24px; color:white;"">Did you see a second person in the moving dots?</div><p style=""font-size:24px;""> <i> Press ""F"" for No or ""J"" for Yes. </i> </p>","70","html-keyboard-response","48","190438","0.0-8.0-2.7","stim/test/noi020_act03_scr1_con0_tri050.mp4","020","03","1","0","050","8","A2PR7FI9TP8XLD","no"
"528.7999999970198","<div style=""font-size:24px; color:white;"">How confident are you? (from 1 to 5)</div><p style=""font-size:24px;""> <i> 1 = Not confident at all, 5 = Very confident. </i> </p>","53","html-keyboard-response","49","190967","0.0-8.0-3.7","stim/test/noi020_act03_scr1_con0_tri050.mp4","020","03","1","0","050","8","A2PR7FI9TP8XLD","5"
"null","<div id=""right-fixation"" style=""font-size: 60px; color: white; position: absolute; left: 60%; top: 50%; transform: translate(-50%, -50%);"">+</div>","null","html-keyboard-response","50","191975","0.0-8.0-0.8","stim/test/noi010_act03_scr0_con0_tri011.mp4","010","03","0","0","011","","",""
"null","","null","video-keyboard-response","51","197681","0.0-8.0-1.8","stim/test/noi010_act03_scr0_con0_tri011.mp4","010","03","0","0","011","","",""
"3319.5","<div style=""font-size:24px; color:white;"">Did you see a second person in the moving dots?</div><p style=""font-size:24px;""> <i> Press ""F"" for No or ""J"" for Yes. </i> </p>","74","html-keyboard-response","52","201001","0.0-8.0-2.8","stim/test/noi010_act03_scr0_con0_tri011.mp4","010","03","0","0","011","9","A2PR7FI9TP8XLD","yes"
"1540.7999999970198","<div style=""font-size:24px; color:white;"">How confident are you? (from 1 to 5)</div><p style=""font-size:24px;""> <i> 1 = Not confident at all, 5 = Very confident. </i> </p>","50","html-keyboard-response","53","202542","0.0-8.0-3.8","stim/test/noi010_act03_scr0_con0_tri011.mp4","010","03","0","0","011","9","A2PR7FI9TP8XLD","2"
"null","<div id=""left-fixation"" style=""font-size: 60px; color: white; position: absolute; left: 40%; top: 50%; transform: translate(-50%, -50%);"">+</div>","null","html-keyboard-response","54","203557","0.0-8.0-0.9","stim/test/noi005_act06_scr0_con0_tri033.mp4","005","06","0","0","033","","",""
"null","","null","video-keyboard-response","55","208695","0.0-8.0-1.9","stim/test/noi005_act06_scr0_con0_tri033.mp4","005","06","0","0","033","","",""
"991.9000000059605","<div style=""font-size:24px; color:white;"">Did you see a second person in the moving dots?</div><p style=""font-size:24px;""> <i> Press ""F"" for No or ""J"" for Yes. </i> </p>","70","html-keyboard-response","56","209687","0.0-8.0-2.9","stim/test/noi005_act06_scr0_con0_tri033.mp4","005","06","0","0","033","10","A2PR7FI9TP8XLD","no"
"1435.0999999940395","<div style=""font-size:24px; color:white;"">How confident are you? (from 1 to 5)</div><p style=""font-size:24px;""> <i> 1 = Not confident at all, 5 = Very confident. </i> </p>","52","html-keyboard-response","57","211123","0.0-8.0-3.9","stim/test/noi005_act06_scr0_con0_tri033.mp4","005","06","0","0","033","10","A2PR7FI9TP8XLD","4"
"null","<div id=""left-fixation"" style=""font-size: 60px; color: white; position: absolute; left: 40%; top: 50%; transform: translate(-50%, -50%);"">+</div>","null","html-keyboard-response","58","212136","0.0-8.0-0.10","stim/test/noi010_act10_scr0_con1_tri005.mp4","010","10","0","1","005","","",""
"null","","null","video-keyboard-response","59","218309","0.0-8.0-1.10","stim/test/noi010_act10_scr0_con1_tri005.mp4","010","10","0","1","005","","",""
"2337.7999999970198","<div style=""font-size:24px; color:white;"">Did you see a second person in the moving dots?</div><p style=""font-size:24px;""> <i> Press ""F"" for No or ""J"" for Yes. </i> </p>","74","html-keyboard-response","60","220649","0.0-8.0-2.10","stim/test/noi010_act10_scr0_con1_tri005.mp4","010","10","0","1","005","11","A2PR7FI9TP8XLD","yes"
"1282.1000000089407","<div style=""font-size:24px; color:white;"">How confident are you? (from 1 to 5)</div><p style=""font-size:24px;""> <i> 1 = Not confident at all, 5 = Very confident. </i> </p>","50","html-keyboard-response","61","221931","0.0-8.0-3.10","stim/test/noi010_act10_scr0_con1_tri005.mp4","010","10","0","1","005","11","A2PR7FI9TP8XLD","2"
"null","<div id=""right-fixation"" style=""font-size: 60px; color: white; position: absolute; left: 60%; top: 50%; transform: translate(-50%, -50%);"">+</div>","null","html-keyboard-response","62","222947","0.0-8.0-0.11","stim/test/noi020_act05_scr0_con1_tri019.mp4","020","05","0","1","019","","",""
"null","","null","video-keyboard-response","63","229123","0.0-8.0-1.11","stim/test/noi020_act05_scr0_con1_tri019.mp4","020","05","0","1","019","","",""
"1072.5","<div style=""font-size:24px; color:white;"">Did you see a second person in the moving dots?</div><p style=""font-size:24px;""> <i> Press ""F"" for No or ""J"" for Yes. </i> </p>","74","html-keyboard-response","64","230196","0.0-8.0-2.11","stim/test/noi020_act05_scr0_con1_tri019.mp4","020","05","0","1","019","12","A2PR7FI9TP8XLD","yes"
"750.8999999910593","<div style=""font-size:24px; color:white;"">How confident are you? (from 1 to 5)</div><p style=""font-size:24px;""> <i> 1 = Not confident at all, 5 = Very confident. </i> </p>","51","html-keyboard-response","65","230948","0.0-8.0-3.11","stim/test/noi020_act05_scr0_con1_tri019.mp4","020","05","0","1","019","12","A2PR7FI9TP8XLD","3"
"null","<div id=""left-fixation"" style=""font-size: 60px; color: white; position: absolute; left: 40%; top: 50%; transform: translate(-50%, -50%);"">+</div>","null","html-keyboard-response","66","231958","0.0-8.0-0.12","stim/test/noi010_act06_scr0_con0_tri076.mp4","010","06","0","0","076","","",""
"null","","null","video-keyboard-response","67","237088","0.0-8.0-1.12","stim/test/noi010_act06_scr0_con0_tri076.mp4","010","06","0","0","076","","",""
"2003.2000000029802","<div style=""font-size:24px; color:white;"">Did you see a second person in the moving dots?</div><p style=""font-size:24px;""> <i> Press ""F"" for No or ""J"" for Yes. </i> </p>","70","html-keyboard-response","68","239092","0.0-8.0-2.12","stim/test/noi010_act06_scr0_con0_tri076.mp4","010","06","0","0","076","13","A2PR7FI9TP8XLD","no"
"861","<div style=""font-size:24px; color:white;"">How confident are you? (from 1 to 5)</div><p style=""font-size:24px;""> <i> 1 = Not confident at all, 5 = Very confident. </i> </p>","52","html-keyboard-response","69","239953","0.0-8.0-3.12","stim/test/noi010_act06_scr0_con0_tri076.mp4","010","06","0","0","076","13","A2PR7FI9TP8XLD","4"
"null","<div id=""left-fixation"" style=""font-size: 60px; color: white; position: absolute; left: 40%; top: 50%; transform: translate(-50%, -50%);"">+</div>","null","html-keyboard-response","70","240960","0.0-8.0-0.13","stim/test/noi010_act06_scr0_con1_tri031.mp4","010","06","0","1","031","","",""
"null","","null","video-keyboard-response","71","246103","0.0-8.0-1.13","stim/test/noi010_act06_scr0_con1_tri031.mp4","010","06","0","1","031","","",""
"1094.2999999970198","<div style=""font-size:24px; color:white;"">Did you see a second person in the moving dots?</div><p style=""font-size:24px;""> <i> Press ""F"" for No or ""J"" for Yes. </i> </p>","74","html-keyboard-response","72","247198","0.0-8.0-2.13","stim/test/noi010_act06_scr0_con1_tri031.mp4","010","06","0","1","031","14","A2PR7FI9TP8XLD","yes"
